"Gender";"Country";"Age";"EmploymentStatus";"CurrentJobTitle";"LanguageRecommendation";"FormalEducation";"Major";"CompensationAmount";"CompensationCurrency";"TimeGatheringData";"TimeModelBuilding";"TimeProduction";"TimeVisualizing";"TimeFindingInsights";"TimeOtherSelect";"ExchangeRate"
"Male";"Hungary";27;"Employed full-time";"Data Scientist";"R";"Master's degree";"";4e+05;"HUF";60;10;15;10;5;0;0,003896
"Male";"Spain";28;"Employed full-time";"Data Analyst";"Python";"Doctoral degree";"Physics";24000;"EUR";40;10;0;35;15;0;1,195826
"Male";"Spain";42;"Employed full-time";"Business Analyst";"SQL";"Master's degree";"A health science";40000;"";30;10;5;25;30;0;NA
"Male";"Australia";53;"Employed full-time";"Business Analyst";"R";"Bachelor's degree";"Mathematics or statistics";150000;"AUD";50;5;0;0;45;0;0,80231
"Female";"Japan";21;"Employed full-time";"Scientist/Researcher";"R";"Some college/university study without earning a bachelor's degree";"Biology";576000;"JPY";20;5;8;7;60;0;0,009108
"Male";"Ireland";30;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Other";50000;"EUR";25;25;10;20;20;0;1,195826
"Male";"Italy";41;"Independent contractor, freelancer, or self-employed";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";65000;"EUR";20;80;0;0;0;0;1,195826
"Male";"Singapore";26;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Electrical Engineering";70000;"SGD";30;30;0;20;20;0;0,742589
"Female";"France";48;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Computer Science";48000;"EUR";10;20;0;10;5;55;1,195826
"Male";"Greece";29;"Employed part-time";"Researcher";"Python";"Master's degree";"Electrical Engineering";4000;"EUR";20;40;10;30;0;0;1,195826
"Male";"India";24;"Employed full-time";"Other";"SQL";"Bachelor's degree";"Computer Science";365000;"INR";40;25;15;15;5;0;0,01562
"Male";"France";35;"Employed full-time";"Other";"Matlab";"Doctoral degree";"Computer Science";75000;"EUR";10;50;10;20;10;0;1,195826
"Male";"United Kingdom";30;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Engineering (non-computer focused)";18000;"GBP";15;30;45;10;0;0;1,324188
"Female";"Pakistan";22;"Employed part-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";180000;"";25;25;20;20;10;0;NA
"Male";"France";27;"Employed full-time";"Data Miner";"Python";"Master's degree";"Mathematics or statistics";35000;"EUR";50;20;10;10;10;0;1,195826
"Male";"Italy";26;"Employed full-time";"Engineer";"Python";"Bachelor's degree";"Information technology, networking, or system administration";16000;"EUR";60;5;5;20;10;0;1,195826
"Male";"Switzerland";59;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Bachelor's degree";"A humanities discipline";1e+05;"USD";20;50;10;10;10;0;1
"Male";"Belgium";27;"Employed full-time";"Statistician";"Python";"Master's degree";"Mathematics or statistics";35000;"EUR";25;25;5;15;30;0;1,195826
"Female";"Russia";25;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";72000;"";10;30;55;5;0;0;NA
"Male";"Australia";52;"Independent contractor, freelancer, or self-employed";"Business Analyst";"R";"Some college/university study without earning a bachelor's degree";"Information technology, networking, or system administration";2e+05;"AUD";50;0;0;30;20;0;0,80231
"Male";"Other";35;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Management information systems";55000;"EUR";40;10;15;15;20;0;1,195826
"Male";"France";26;"Employed full-time";"Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";42000;"EUR";20;40;10;20;10;0;1,195826
"Female";"United States";29;"Employed full-time";"Data Scientist";"SQL";"Master's degree";"";1e+05;"";70;10;0;10;10;0;NA
"Male";"Russia";24;"Employed full-time";"Machine Learning Engineer";"Haskell";"Master's degree";"Computer Science";1350000;"RUB";35;30;10;10;15;0;0,017402
"Male";"Belgium";26;"Employed full-time";"Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";47000;"EUR";40;10;0;10;10;30;1,195826
"Female";"France";32;"Employed full-time";"Data Analyst";"R";"Master's degree";"Mathematics or statistics";34000;"EUR";10;25;5;30;30;0;1,195826
"Male";"Spain";41;"Employed full-time";"Other";"Python";"Master's degree";"Electrical Engineering";42000;"EUR";20;25;0;5;0;50;1,195826
"Male";"Switzerland";29;"Employed full-time";"Researcher";"Python";"Master's degree";"Computer Science";85000;"CHF";65;10;0;20;5;0;1,043382
"Female";"United Kingdom";33;"Employed full-time";"Other";"Python";"Doctoral degree";"Computer Science";40000;"GBP";50;20;0;30;0;0;1,324188
"Male";"Spain";24;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Engineering (non-computer focused)";15600;"EUR";40;30;5;10;15;0;1,195826
"Female";"United Kingdom";34;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Computer Science";39,5;"GBP";83;10;1;4;2;0;1,324188
"Male";"Kenya";24;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Other";1200000;"KES";10;20;30;30;10;0;0,009726
"Male";"Taiwan";42;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";35000;"USD";40;20;20;10;10;0;1
"Male";"Italy";36;"Employed full-time";"Computer Scientist";"Python";"Doctoral degree";"Computer Science";20000;"EUR";10;30;20;20;20;0;1,195826
"Male";"United Kingdom";37;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";40000;"GBP";30;30;20;20;0;0;1,324188
"Male";"Pakistan";24;"Independent contractor, freelancer, or self-employed";"Computer Scientist";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";20000;"USD";20;40;0;20;20;0;1
"Male";"India";25;"Employed full-time";"Engineer";"Python";"Bachelor's degree";"Computer Science";17000;"";20;10;5;25;40;0;NA
"Male";"Spain";44;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";1e+05;"EUR";30;40;5;10;5;10;1,195826
"Male";"People 's Republic of China";25;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Mathematics or statistics";4e+05;"CNY";20;20;10;10;20;20;0,153
"Female";"India";23;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";1500000;"INR";40;30;0;20;10;0;0,01562
"Male";"Ukraine";33;"Employed full-time";"Other";"Python";"Master's degree";"Computer Science";35000;"USD";30;20;0;20;30;0;1
"Male";"India";26;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Electrical Engineering";920000;"INR";50;20;5;15;10;0;0,01562
"Male";"France";24;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";39000;"EUR";40;15;10;30;5;0;1,195826
"Male";"Indonesia";33;"Employed full-time";"Data Analyst";"Matlab";"Bachelor's degree";"Computer Science";1e+08;"IDR";0;100;0;0;0;0;7,6e-05
"Male";"France";31;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"Electrical Engineering";55000;"EUR";30;20;30;10;10;0;1,195826
"Male";"South Africa";37;"Employed full-time";"Statistician";"R";"Master's degree";"Mathematics or statistics";6e+05;"ZAR";50;20;10;10;10;0;0,077002
"Male";"Spain";27;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Computer Science";14000;"EUR";50;35;5;5;5;0;1,195826
"Male";"India";29;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";360000;"INR";35;35;20;10;0;0;0,01562
"Male";"Germany";34;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";50000;"EUR";30;40;20;10;0;0;1,195826
"Female";"United States";23;"Employed full-time";"Business Analyst";"SQL";"Bachelor's degree";"Other";72000;"";50;20;5;15;10;0;NA
"Male";"Greece";50;"Employed full-time";"Engineer";"Python";"Professional degree";"";20000;"EUR";0;75;20;5;0;0;1,195826
"Male";"Denmark";30;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";720;"DKK";40;40;10;5;5;0;0,16073
"Male";"South Korea";32;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";4,2e+07;"KRW";20;20;20;20;20;0;0,000886
"Male";"Poland";27;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";120000;"PLN";20;60;20;0;0;0;0,281104
"Male";"Germany";35;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";53000;"EUR";40;20;20;10;10;0;1,195826
"Male";"Portugal";32;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Computer Science";40000;"";40;40;0;20;0;0;NA
"Male";"United Kingdom";24;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";40000;"GBP";30;20;5;25;20;0;1,324188
"A different identity";"South Africa";38;"Employed full-time";"Operations Research Practitioner";"R";"Master's degree";"A social science";160000;"";60;20;5;5;10;0;NA
"Male";"People 's Republic of China";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";3e+05;"CRC";40;30;20;10;0;0;0,001726
"Male";"Italy";35;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";35000;"EUR";80;5;0;15;0;0;1,195826
"Male";"Israel";52;"Independent contractor, freelancer, or self-employed";"Machine Learning Engineer";"Python";"Master's degree";"Management information systems";0;"";20;20;55;5;0;0;NA
"Male";"Belgium";36;"Employed full-time";"Other";"Python";"Master's degree";"Other";60000;"EUR";35;5;1;5;5;50;1,195826
"Male";"Russia";NA;"Employed part-time";"Data Analyst";"R";"Professional degree";"";1440000;"RUB";80;5;5;10;0;0;0,017402
"Male";"India";23;"Employed full-time";"Software Developer/Software Engineer";"R";"Master's degree";"Electrical Engineering";3e+05;"INR";10;40;15;30;5;0;0,01562
"Male";"Other";26;"Employed full-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";7e+05;"THB";40;20;10;20;10;0;0,030192
"Male";"Australia";62;"Employed full-time";"Software Developer/Software Engineer";"R";"Master's degree";"Mathematics or statistics";180000;"AUD";45;15;10;20;10;0;0,80231
"Female";"India";28;"Employed full-time";"Data Analyst";"Scala";"Bachelor's degree";"Engineering (non-computer focused)";1650000;"INR";20;30;5;20;25;0;0,01562
"Male";"Poland";36;"Employed full-time";"Predictive Modeler";"R";"Master's degree";"Mathematics or statistics";130000;"PLN";50;20;5;5;20;0;0,281104
"Male";"United Kingdom";25;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";31500;"GBP";65;20;0;10;5;0;1,324188
"Male";"Russia";30;"Employed full-time";"Data Scientist";"Python";"Professional degree";"";1320000;"RUB";10;40;10;20;20;0;0,017402
"Male";"Turkey";24;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"A social science";40000;"TRY";50;5;5;20;20;0;0,29178
"Male";"Australia";25;"Employed full-time";"Statistician";"Python";"Bachelor's degree";"Mathematics or statistics";80000;"USD";60;10;10;5;15;0;1
"Male";"France";23;"Independent contractor, freelancer, or self-employed";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";18000;"EUR";15;25;10;5;5;40;1,195826
"Male";"Italy";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";30000;"EUR";70;5;0;10;15;0;1,195826
"Male";"Canada";30;"Employed full-time";"Researcher";"Julia";"Doctoral degree";"Computer Science";80000;"";10;70;20;0;0;0;NA
"Male";"Other";28;"Employed full-time";"Data Analyst";"SQL";"Bachelor's degree";"";80000;"EUR";30;10;10;30;20;0;1,195826
"Male";"India";36;"Employed full-time";"Programmer";"Python";"Doctoral degree";"Mathematics or statistics";2600000;"INR";30;30;20;10;10;0;0,01562
"Male";"New Zealand";34;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";120000;"NZD";60;30;8;1;1;0;0,727801
"Male";"Denmark";46;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"A social science";5e+05;"DKK";65;15;0;10;10;0;0,16073
"Male";"Russia";26;"Employed full-time";"Machine Learning Engineer";"Python";"Professional degree";"";120000;"RUB";0;0;0;100;0;0;0,017402
"Female";"Russia";21;"Employed part-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";6000;"";25;20;40;5;10;0;NA
"Female";"People 's Republic of China";28;"Employed full-time";"Business Analyst";"SQL";"Bachelor's degree";"";320000;"CNY";30;10;15;25;20;0;0,153
"Male";"Indonesia";21;"Employed part-time";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";5e+06;"IDR";50;20;10;10;10;0;7,6e-05
"Male";"Kenya";31;"Employed full-time";"DBA/Database Engineer";"SQL";"Master's degree";"Information technology, networking, or system administration";50000;"USD";20;40;5;15;20;0;1
"Male";"South Korea";29;"Employed full-time";"Machine Learning Engineer";"C/C++/C#";"Bachelor's degree";"Computer Science";1000;"KRW";50;20;20;5;5;0;0,000886
"Male";"Iran";30;"Employed part-time";"Scientist/Researcher";"Python";"Doctoral degree";"Computer Science";18000;"GBP";20;30;30;10;10;0;1,324188
"Male";"France";23;"Employed full-time";"Data Scientist";"Python";"Professional degree";"";45000;"";40;40;5;10;5;0;NA
"Male";"Switzerland";32;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";86000;"EUR";30;40;10;20;0;0;1,195826
"Male";"Israel";34;"Employed full-time";"Other";"Python";"Master's degree";"Other";240000;"ILS";25;10;10;25;30;0;0,282974
"Male";"United Kingdom";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";90000;"GBP";40;20;30;10;0;0;1,324188
"Male";"Other";24;"Employed full-time";"Statistician";"Stata";"Master's degree";"Other";3e+06;"AMD";20;10;30;10;30;0;0,00209
"Male";"India";23;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";2e+06;"INR";75;10;5;5;5;0;0,01562
"Female";"Spain";31;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";40000;"EUR";40;25;5;15;15;0;1,195826
"Male";"Belgium";27;"Employed full-time";"Researcher";"R";"Master's degree";"Computer Science";27000;"EUR";10;35;0;15;40;0;1,195826
"Male";"Russia";26;"Employed full-time";"Machine Learning Engineer";"R";"Master's degree";"Mathematics or statistics";477600;"RUB";80;5;5;5;5;0;0,017402
"Male";"Netherlands";29;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";50000;"EUR";20;20;40;10;10;0;1,195826
"Male";"India";41;"Independent contractor, freelancer, or self-employed";"Business Analyst";"R";"Bachelor's degree";"Computer Science";25200;"USD";0;40;20;25;15;0;1
"Female";"France";24;"Employed full-time";"Data Scientist";"Python";"";"Mathematics or statistics";40000;"EUR";60;15;0;15;10;0;1,195826
"Female";"France";35;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"Physics";40000;"EUR";5;60;20;10;5;0;1,195826
"Male";"United Kingdom";37;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Management information systems";80000;"GBP";40;20;20;10;10;0;1,324188
"Male";"India";25;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Engineering (non-computer focused)";880000;"INR";20;40;10;15;15;0;0,01562
"Male";"Norway";36;"Employed full-time";"Other";"Python";"Some college/university study without earning a bachelor's degree";"I never declared a major";1100000;"NOK";20;0;0;20;20;40;0,127502
"Male";"Germany";52;"Independent contractor, freelancer, or self-employed";"Data Scientist";"R";"Doctoral degree";"Physics";220000;"EUR";70;10;10;0;10;0;1,195826
"Male";"New Zealand";42;"Employed full-time";"Other";"R";"Some college/university study without earning a bachelor's degree";"A health science";110000;"";65;10;5;5;15;0;NA
"Male";"Israel";32;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";133000;"";25;20;30;20;5;0;NA
"Male";"India";30;"Employed full-time";"Data Scientist";"R";"Professional degree";"";1100000;"INR";10;10;30;30;20;0;0,01562
"Female";"India";38;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Computer Science";1200000;"INR";30;40;0;10;5;0;0,01562
"Male";"France";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";45000;"EUR";50;15;5;20;10;0;1,195826
"Male";"Australia";28;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Computer Science";120000;"";50;25;10;10;5;0;NA
"Male";"Argentina";27;"Employed full-time";"Data Scientist";"R";"Some college/university study without earning a bachelor's degree";"I never declared a major";40000;"ARS";40;10;10;30;10;0;0,058444
"Male";"Canada";42;"Employed full-time";"Researcher";"Python";"Doctoral degree";"A social science";190000;"";30;20;0;30;20;0;NA
